Unix_Timestamp,Usage_KWH
1712715300,0.334
1712716200,0.265
1712717100,0.26
1712718000,0.289
1712718900,0.278
1712719800,0.282
1712720700,0.264
1712721600,0.244
1712722500,0.266
1712723400,0.292
1712724300,0.289
1712725200,0.226
1712726100,0.286
1712727000,0.275
1712727900,0.275
1712728800,0.265
1712729700,0.266
1712730600,0.262
1712731500,0.279
1712732400,0.7
1712733300,0.459
1712734200,0.489
1712735100,0.536
1712736000,0.571
1712736900,0.782
1712737800,0.651
1712738700,0.568
1712739600,0.712
1712740500,0.638
1712741400,0.757
1712742300,0.743
1712743200,0.61
1712744100,0.606
1712745000,0.645
1712745900,0.613
1712746800,0.585
1712747700,1.161
1712748600,0.845
1712749500,0.682
1712750400,0.68
1712751300,0.787
1712752200,1.052
1712753100,1.451
1712754000,1.762
1712754900,1.633
1712755800,1.868
1712756700,2.548
1712757600,2.795
1712758500,2.66
1712759400,2.663
1712760300,2.571
1712761200,2.071
1712762100,1.589
1712763000,2.023
1712763900,0.892
1712764800,1.023
1712765700,1.64
1712766600,2.471
1712767500,1.553
1712768400,1.198
1712769300,0.755
1712770200,0.615
1712771100,1.055
1712772000,0.933
1712772900,1.78
1712773800,1.799
1712774700,0.988
1712775600,0.84
1712776500,0.874
1712777400,0.732
1712778300,0.671
1712779200,0.549
1712780100,1.064
1712781000,0.951
1712781900,0.525
1712782800,0.592
1712783700,0.499
1712784600,0.53
1712785500,0.526
1712786400,0.542
1712787300,0.584
1712788200,0.448
1712789100,0.425
1712790000,0.423
1712790900,1.423
1712791800,3.676
1712792700,3.624
1712793600,3.287
1712794500,3.209
1712795400,3.176
1712796300,3.377
1712797200,3.549
1712798100,3.739
1712799000,3.59
1712799900,3.468
1712800800,3.377
1712801700,3.217
1712802600,0.814
1712803500,0.309
1712804400,0.352
1712805300,0.304
1712806200,0.296
1712807100,0.299
1712808000,0.324
1712808900,0.314
1712809800,0.308
1712810700,0.341
1712811600,0.298
1712812500,0.296
1712813400,0.253
1712814300,0.247
1712815200,0.259
1712816100,0.301
1712817000,0.315
1712817900,0.323
1712818800,0.693
1712819700,0.455
1712820600,0.515
1712821500,1.097
1712822400,1.387
1712823300,1.178
1712824200,0.962
1712825100,1.021
1712826000,0.708
1712826900,0.567
1712827800,0.528
1712828700,0.644
1712829600,0.701
1712830500,0.652
1712831400,0.512
1712832300,0.87
1712833200,1.545
1712834100,1.339
1712835000,1.171
1712835900,1.175
1712836800,1.257
1712837700,1.256
1712838600,1.274
1712839500,1.255
1712840400,1.218
1712841300,1.248
1712842200,1.259
1712843100,1.599
1712844000,1.587
1712844900,1.475
1712845800,1.996
1712846700,1.276
1712847600,1.424
1712848500,1.063
1712849400,1.28
1712850300,1.52
1712851200,2.465
1712852100,2.365
1712853000,1.987
1712853900,1.714
1712854800,1.261
1712855700,1.378
1712856600,1.725
1712857500,1.295
1712858400,1.079
1712859300,1.393
1712860200,0.916
1712861100,0.756
1712862000,0.454
1712862900,0.484
1712863800,0.435
1712864700,0.416
1712865600,0.457
1712866500,0.433
1712867400,0.452
1712868300,0.443
1712869200,0.438
1712870100,0.412
1712871000,0.427
1712871900,0.359
1712872800,0.367
1712873700,0.388
1712874600,0.331
1712875500,0.366
1712876400,0.846
1712877300,1.051
1712878200,1.255
1712879100,1.09
1712880000,0.914
1712880900,1.018
1712881800,0.831
1712882700,0.396
1712883600,0.359
1712884500,0.276
1712885400,0.299
1712886300,0.353
1712887200,0.287
1712888100,0.29
1712889000,0.337
1712889900,0.267
1712890800,0.276
1712891700,0.316
1712892600,0.329
1712893500,0.33
1712894400,0.252
1712895300,0.253
1712896200,0.343
1712897100,0.332
1712898000,0.255
1712898900,0.285
1712899800,0.292
1712900700,0.296
1712901600,0.288
1712902500,0.277
1712903400,0.321
1712904300,0.285
1712905200,0.323
1712906100,0.375
1712907000,0.419
1712907900,0.461
1712908800,0.729
1712909700,0.689
1712910600,0.644
1712911500,0.645
1712912400,0.627
1712913300,0.528
1712914200,0.565
1712915100,0.527
1712916000,0.604
1712916900,0.855
1712917800,1.049
1712918700,1.324
1712919600,1.563
1712920500,1.892
1712921400,1.266
1712922300,1.351
1712923200,1.304
1712924100,2.014
1712925000,2.467
1712925900,2.167
1712926800,1.795
1712927700,2.099
1712928600,2.434
1712929500,2.505
1712930400,1.744
1712931300,1.891
1712932200,1.549
1712933100,1.592
1712934000,1.309
1712934900,1.37
1712935800,2.111
1712936700,2.257
1712937600,1.842
1712938500,1.883
1712939400,1.869
1712940300,1.804
1712941200,2.605
1712942100,2.805
1712943000,2.185
1712943900,2.546
1712944800,2.462
1712945700,1.992
1712946600,1.842
1712947500,1.863
1712948400,1.815
1712949300,1.8
1712950200,1.691
1712951100,1.772
1712952000,1.783
1712952900,1.801
1712953800,1.8
1712954700,1.8
1712955600,1.78
1712956500,1.33
1712957400,0.895
1712958300,0.893
1712959200,1.068
1712960100,0.864
1712961000,0.867
1712961900,0.855
1712962800,0.868
1712963700,0.849
1712964600,0.843
1712965500,0.867
1712966400,0.863
1712967300,0.882
1712968200,0.856
1712969100,0.842
1712970000,0.874
1712970900,0.875
1712971800,0.862
1712972700,0.867
1712973600,0.883
1712974500,0.875
1712975400,0.879
1712976300,0.837
1712977200,0.839
1712978100,0.89
1712979000,0.889
1712979900,0.824
1712980800,0.835
1712981700,0.88
1712982600,0.85
1712983500,0.836
1712984400,0.821
1712985300,0.854
1712986200,0.869
1712987100,0.801
1712988000,0.83
1712988900,0.857
1712989800,0.873
1712990700,0.82
1712991600,0.845
1712992500,0.87
1712993400,0.89
1712994300,0.904
1712995200,0.882
1712996100,0.892
1712997000,0.921
1712997900,0.905
1712998800,0.914
1712999700,0.934
1713000600,0.936
1713001500,0.92
1713002400,0.942
1713003300,0.947
1713004200,0.961
1713005100,0.934
1713006000,0.937
1713006900,0.937
1713007800,0.943
1713008700,0.973
1713009600,0.977
1713010500,0.98
1713011400,0.959
1713012300,0.908
1713013200,0.929
1713014100,0.949
1713015000,0.968
1713015900,0.966
1713016800,0.934
1713017700,0.952
1713018600,0.97
1713019500,0.958
1713020400,0.937
1713021300,0.96
1713022200,0.977
1713023100,0.971
1713024000,0.965
1713024900,0.936
1713025800,0.975
1713026700,0.988
1713027600,0.953
1713028500,0.93
1713029400,0.967
1713030300,0.982
1713031200,0.984
1713032100,0.98
1713033000,0.952
1713033900,0.954
1713034800,0.995
1713035700,0.958
1713036600,0.966
1713037500,1.086
1713038400,1.848
1713039300,1.689
1713040200,0.903
1713041100,0.935
1713042000,1.105
1713042900,1.075
1713043800,0.714
1713044700,0.746
1713045600,1.11
1713046500,0.721
1713047400,0.81
1713048300,0.675
1713049200,2.557
1713050100,3.496
1713051000,3.508
1713051900,3.493
1713052800,3.749
1713053700,3.895
1713054600,4.019
1713055500,4.084
1713056400,3.719
1713057300,3.314
1713058200,3.329
1713059100,3.299
1713060000,3.401
1713060900,3.323
1713061800,3.281
1713062700,3.292
1713063600,1.428
1713064500,0.53
1713065400,0.572
1713066300,0.481
1713067200,0.532
1713068100,0.553
1713069000,0.462
1713069900,0.478
1713070800,0.568
1713071700,0.529
1713072600,0.537
1713073500,0.516
1713074400,0.46
1713075300,0.457
1713076200,0.394
1713077100,0.385
1713078000,0.484
1713078900,0.421
1713079800,0.459
1713080700,0.492
1713081600,0.56
1713082500,0.666
1713083400,0.685
1713084300,0.637
1713085200,0.663
1713086100,1.035
1713087000,1.24
1713087900,0.762
1713088800,0.589
1713089700,0.734
1713090600,0.629
1713091500,0.678
1713092400,0.726
1713093300,0.66
1713094200,1.865
1713095100,1.699
1713096000,1.275
1713096900,1.055
1713097800,0.834
1713098700,0.735
1713099600,0.633
1713100500,0.529
1713101400,0.584
1713102300,1.142
1713103200,1.06
1713104100,1.076
1713105000,1.205
1713105900,1.555
1713106800,2.306
1713107700,1.793
1713108600,1.985
1713109500,1.697
1713110400,1.689
1713111300,1.503
1713112200,1.276
1713113100,1.351
1713114000,1.299
1713114900,1.691
1713115800,1.559
1713116700,2.38
1713117600,3.803
1713118500,2.477
1713119400,2.115
1713120300,2.151
1713121200,1.787
1713122100,1.615
1713123000,1.301
1713123900,0.663
1713124800,0.622
1713125700,0.532
1713126600,0.558
1713127500,0.59
1713128400,0.544
1713129300,0.536
1713130200,0.617
1713131100,0.946
1713132000,1.161
1713132900,0.614
1713133800,0.679
1713134700,0.562
1713135600,0.491
1713136500,0.544
1713137400,1.006
1713138300,1.028
1713139200,1.333
1713140100,1.366
1713141000,0.935
1713141900,0.946
1713142800,0.923
1713143700,0.682
1713144600,0.577
1713145500,0.323
1713146400,0.331
1713147300,0.375
1713148200,0.398
1713149100,0.511
1713150000,0.479
1713150900,0.33
1713151800,0.341
1713152700,0.385
1713153600,0.325
1713154500,0.327
1713155400,0.366
1713156300,0.351
1713157200,0.346
1713158100,0.312
1713159000,0.292
1713159900,0.376
1713160800,0.351
1713161700,0.282
1713162600,0.317
1713163500,0.33
1713164400,0.491
1713165300,0.558
1713166200,0.527
1713167100,0.59
1713168000,0.668
1713168900,0.687
1713169800,0.625
1713170700,0.644
1713171600,0.753
1713172500,0.626
1713173400,0.589
1713174300,0.627
1713175200,0.617
1713176100,0.601
1713177000,0.651
1713177900,0.599
1713178800,0.597
1713179700,1.264
1713180600,1.752
1713181500,2.03
1713182400,1.124
1713183300,0.625
1713184200,0.656
1713185100,0.589
1713186000,0.597
1713186900,0.684
1713187800,1.05
1713188700,1.087
1713189600,1.089
1713190500,1.074
1713191400,1.201
1713192300,1.151
1713193200,1.191
1713194100,1.085
1713195000,0.638
1713195900,0.673
1713196800,0.626
1713197700,0.675
1713198600,0.816
1713199500,0.693
1713200400,0.953
1713201300,0.67
1713202200,0.648
1713203100,0.727
1713204000,0.624
1713204900,1.605
1713205800,1.777
1713206700,1.618
1713207600,0.628
1713208500,0.643
1713209400,0.737
1713210300,0.607
1713211200,0.595
1713212100,0.591
1713213000,0.564
1713213900,0.797
1713214800,0.76
1713215700,0.607
1713216600,0.669
1713217500,0.554
1713218400,0.593
1713219300,0.587
1713220200,0.495
1713221100,0.477
1713222000,0.422
1713222900,0.466
1713223800,0.581
1713224700,0.482
1713225600,0.436
1713226500,0.47
1713227400,0.503
1713228300,0.474
1713229200,0.469
1713230100,0.415
1713231000,0.397
1713231900,0.443
1713232800,0.403
1713233700,0.409
1713234600,0.297
1713235500,0.294
1713236400,0.49
1713237300,0.246
1713238200,0.272
1713239100,0.316
1713240000,0.338
1713240900,0.287
1713241800,0.3
1713242700,0.267
1713243600,0.314
1713244500,0.366
1713245400,0.27
1713246300,0.299
1713247200,0.287
1713248100,0.392
1713249000,0.344
1713249900,0.344
1713250800,0.373
1713251700,0.472
1713252600,0.447
1713253500,0.496
1713254400,0.49
1713255300,0.59
1713256200,0.528
1713257100,0.554
1713258000,0.782
1713258900,1.545
1713259800,1.081
1713260700,0.576
1713261600,0.592
1713262500,0.661
1713263400,0.678
1713264300,0.595
1713265200,0.586
1713266100,0.763
1713267000,0.547
1713267900,0.551
1713268800,0.844
1713269700,0.779
1713270600,0.754
1713271500,0.711
1713272400,0.708
1713273300,0.756
1713274200,0.746
1713275100,0.759
1713276000,0.883
1713276900,1.01
1713277800,1.155
1713278700,1.154
1713279600,1.341
1713280500,1.31
1713281400,1.473
1713282300,1.511
1713283200,1.572
1713284100,1.217
1713285000,0.947
1713285900,1.023
1713286800,0.725
1713287700,0.743
1713288600,0.727
1713289500,0.707
1713290400,1.175
1713291300,1.521
1713292200,2.372
1713293100,2.345
1713294000,1.492
1713294900,1.667
1713295800,1.63
1713296700,1.648
1713297600,1.579
1713298500,1.396
1713299400,1.304
1713300300,1.659
1713301200,1.662
1713302100,1.431
1713303000,1.225
1713303900,1.61
1713304800,2.074
1713305700,2.048
1713306600,1.81
1713307500,1.125
1713308400,3.39
1713309300,3.865
1713310200,4.122
1713311100,5.123
1713312000,5.169
1713312900,4.473
1713313800,4.41
1713314700,4.33
1713315600,4.213
1713316500,3.962
1713317400,3.858
1713318300,3.639
1713319200,3.405
1713320100,1.448
1713321000,0.411
1713321900,0.389
1713322800,0.364
1713323700,0.428
1713324600,0.397
1713325500,0.42
1713326400,0.367
1713327300,0.36
1713328200,0.442
1713329100,0.402
1713330000,0.404
1713330900,0.396
1713331800,0.415
1713332700,0.38
1713333600,0.398
1713334500,0.384
1713335400,0.413
1713336300,0.395
1713337200,0.811
1713338100,0.492
1713339000,0.549
1713339900,0.567
1713340800,0.574
1713341700,0.66
1713342600,1.302
1713343500,0.964
1713344400,1.29
1713345300,1.456
1713346200,1.492
1713347100,1.506
1713348000,1.277
1713348900,0.877
1713349800,1.595
1713350700,0.995
1713351600,0.891
1713352500,1.044
1713353400,1.196
1713354300,1.103
1713355200,1.279
1713356100,1.305
1713357000,1.329
1713357900,1.14
1713358800,1.123
1713359700,0.729
1713360600,1.236
1713361500,0.916
1713362400,0.98
1713363300,1.065
1713364200,1.17
1713365100,0.843
1713366000,1.521
1713366900,0.602
1713367800,0.945
1713368700,0.946
1713369600,1.47
1713370500,1.714
1713371400,1.571
1713372300,1.614
1713373200,1.714
1713374100,1.245
1713375000,1.32
1713375900,1.435
1713376800,1.32
1713377700,1.569
1713378600,1.99
1713379500,1.788
1713380400,2.507
1713381300,2.21
1713382200,2.148
1713383100,2.333
1713384000,1.316
1713384900,2.132
1713385800,2.056
1713386700,2.111
1713387600,1.892
1713388500,2.159
1713389400,2.126
1713390300,2.109
1713391200,1.967
1713392100,1.903
1713393000,1.736
1713393900,1.723
1713394800,1.671
1713395700,1.683
1713396600,1.652
1713397500,1.673
1713398400,1.637
1713399300,1.596
1713400200,1.619
1713401100,1.227
1713402000,0.758
1713402900,0.688
1713403800,0.431
1713404700,0.432
1713405600,0.492
1713406500,0.422
1713407400,0.401
1713408300,0.436
1713409200,0.332
1713410100,0.332
1713411000,0.29
1713411900,0.29
1713412800,0.288
1713413700,0.355
1713414600,0.318
1713415500,0.313
1713416400,0.301
1713417300,0.335
1713418200,0.302
1713419100,0.264
1713420000,0.29
1713420900,0.372
1713421800,0.28
1713422700,0.261
1713423600,0.648
1713424500,0.484
1713425400,0.401
1713426300,0.421
1713427200,0.448
1713428100,0.507
1713429000,0.605
1713429900,0.52
1713430800,0.555
1713431700,0.608
1713432600,0.733
1713433500,0.565
1713434400,0.624
1713435300,0.622
1713436200,0.591
1713437100,0.654
1713438000,1.021
1713438900,0.637
1713439800,0.753
1713440700,0.773
1713441600,0.918
1713442500,1.166
1713443400,1.486
1713444300,1.546
1713445200,1.687
1713446100,1.336
1713447000,1.139
1713447900,1.571
1713448800,1.493
1713449700,1.45
1713450600,1.285
1713451500,0.737
1713452400,0.917
1713453300,1.024
1713454200,1.998
1713455100,2.053
1713456000,1.574
1713456900,1.313
1713457800,1.248
1713458700,1.326
1713459600,1.323
1713460500,1.558
1713461400,1.635
1713462300,0.821
1713463200,0.995
1713464100,0.927
1713465000,0.725
1713465900,1.345
1713466800,1.701
1713467700,1.678
1713468600,0.816
1713469500,1.375
1713470400,1.104
1713471300,0.926
1713472200,0.867
1713473100,1.415
1713474000,0.883
1713474900,0.67
1713475800,0.619
1713476700,0.561
1713477600,0.609
1713478500,1.271
1713479400,0.979
1713480300,0.813
1713481200,0.742
1713482100,0.554
1713483000,0.498
1713483900,0.455
1713484800,0.544
1713485700,0.708
1713486600,0.656
1713487500,0.792
1713488400,0.56
1713489300,0.405
1713490200,0.459
1713491100,0.4
1713492000,0.402
1713492900,0.398
1713493800,0.41
1713494700,0.334
1713495600,0.305
1713496500,0.311
1713497400,0.4
1713498300,0.387
1713499200,0.299
1713500100,0.334
1713501000,0.312
1713501900,0.339
1713502800,0.278
1713503700,0.313
1713504600,0.347
1713505500,0.356
1713506400,0.283
1713507300,0.28
1713508200,0.324
1713509100,0.391
1713510000,0.66
1713510900,0.377
1713511800,0.387
1713512700,0.481
1713513600,0.59
1713514500,0.653
1713515400,0.628
1713516300,1.193
1713517200,1.17
1713518100,1.475
1713519000,1.235
1713519900,1.276
1713520800,0.863
1713521700,1.175
1713522600,1.271
1713523500,1.419
1713524400,1.764
1713525300,1.658
1713526200,1.965
1713527100,1.59
1713528000,1.563
1713528900,1.68
1713529800,2.334
1713530700,2.665
1713531600,2.384
1713532500,2.125
1713533400,1.042
1713534300,0.9
1713535200,0.791
1713536100,0.707
1713537000,0.839
1713537900,1.158
1713538800,1.635
1713539700,1.311
1713540600,0.948
1713541500,0.904
1713542400,0.93
1713543300,1.471
1713544200,1.247
1713545100,1.557
1713546000,1.5
1713546900,1.48
1713547800,1.843
1713548700,1.803
1713549600,1.726
1713550500,1.368
1713551400,3.08
1713552300,3.854
1713553200,3.734
1713554100,3.744
1713555000,3.782
1713555900,3.793
1713556800,3.823
1713557700,3.789
1713558600,3.764
1713559500,3.768
1713560400,3.784
1713561300,2.73
1713562200,0.886
1713563100,0.898
1713564000,0.882
1713564900,0.887
1713565800,0.851
1713566700,0.821
1713567600,0.777
1713568500,0.786
1713569400,0.801
1713570300,0.796
1713571200,0.792
1713572100,0.791
1713573000,0.752
1713573900,0.766
1713574800,0.782
1713575700,0.759
1713576600,0.755
1713577500,0.77
1713578400,0.794
1713579300,0.799
1713580200,0.766
1713581100,0.792
1713582000,0.804
1713582900,0.81
1713583800,0.809
1713584700,0.812
1713585600,0.806
1713586500,0.779
1713587400,0.783
1713588300,0.787
1713589200,0.799
1713590100,0.773
1713591000,0.797
1713591900,0.795
1713592800,0.828
1713593700,0.763
1713594600,0.782
1713595500,0.788
1713596400,0.811
1713597300,0.832
1713598200,0.827
1713599100,0.809
1713600000,0.884
1713600900,0.917
1713601800,0.939
1713602700,0.977
1713603600,0.933
1713604500,0.934
1713605400,0.928
1713606300,0.932
1713607200,0.991
1713608100,0.98
1713609000,0.949
1713609900,0.976
1713610800,0.993
1713611700,0.982
1713612600,0.999
1713613500,1.027
1713614400,0.983
1713615300,0.992
1713616200,0.99
1713617100,0.988
1713618000,0.987
1713618900,1.007
1713619800,0.965
1713620700,0.987
1713621600,0.862
1713622500,0.84
1713623400,0.862
1713624300,0.837
1713625200,0.791
1713626100,0.795
1713627000,0.803
1713627900,0.822
1713628800,0.831
1713629700,0.854
1713630600,0.848
1713631500,0.865
1713632400,0.883
1713633300,0.855
1713634200,0.873
1713635100,0.852
1713636000,0.855
1713636900,1.015
1713637800,0.995
1713638700,0.986
1713639600,1.011
1713640500,0.969
1713641400,0.992
1713642300,1.09
1713643200,1.135
1713644100,0.866
1713645000,1.284
1713645900,1.26
1713646800,1.278
1713647700,0.84
1713648600,0.598
1713649500,0.638
1713650400,0.642
1713651300,0.87
1713652200,1.133
1713653100,1.043
1713654000,0.793
1713654900,0.491
1713655800,0.468
1713656700,0.482
1713657600,0.559
1713658500,0.501
1713659400,0.632
1713660300,0.595
1713661200,0.524
1713662100,0.502
1713663000,0.481
1713663900,0.464
1713664800,0.441
1713665700,0.464
1713666600,0.439
1713667500,0.451
1713668400,0.41
1713669300,0.371
1713670200,0.419
1713671100,0.38
1713672000,0.373
1713672900,0.425
1713673800,0.454
1713674700,0.373
1713675600,1.083
1713676500,1.365
1713677400,0.925
1713678300,0.743
1713679200,0.681
1713680100,0.551
1713681000,0.457
1713681900,0.401
1713682800,0.714
1713683700,0.448
1713684600,0.592
1713685500,0.662
1713686400,0.587
1713687300,1.047
1713688200,1.089
1713689100,0.703
1713690000,0.557
1713690900,0.586
1713691800,0.816
1713692700,1.459
1713693600,1.012
1713694500,0.607
1713695400,0.998
1713696300,1.533
1713697200,2.144
1713698100,1.822
1713699000,1.416
1713699900,1.577
1713700800,1.606
1713701700,1.967
1713702600,1.912
1713703500,1.914
1713704400,1.965
1713705300,1.263
1713706200,1.057
1713707100,1.185
1713708000,1.341
1713708900,1.494
1713709800,1.295
1713710700,1.014
1713711600,1.634
1713712500,1.837
1713713400,1.436
1713714300,1.118
1713715200,1.289
1713716100,0.936
1713717000,1.05
1713717900,1.259
1713718800,1.093
1713719700,1.256
1713720600,1.531
1713721500,0.899
1713722400,0.685
1713723300,1.315
1713724200,2.148
1713725100,1.691
1713726000,2.43
1713726900,2.96
1713727800,2.361
1713728700,2.296
1713729600,2.389
1713730500,1.7
1713731400,0.896
1713732300,0.955
1713733200,1.478
1713734100,1.681
1713735000,1.256
1713735900,1.184
1713736800,1.202
1713737700,1.499
1713738600,0.938
1713739500,1.039
1713740400,0.66
1713741300,0.646
1713742200,0.882
1713743100,1.13
1713744000,0.859
1713744900,0.799
1713745800,0.487
1713746700,0.32
1713747600,0.407
1713748500,0.345
1713749400,0.287
1713750300,0.281
1713751200,0.376
1713752100,0.27
1713753000,0.297
1713753900,0.279
1713754800,0.329
1713755700,0.319
1713756600,0.266
1713757500,0.301
1713758400,0.321
1713759300,0.337
1713760200,0.296
1713761100,0.315
1713762000,0.256
1713762900,0.32
1713763800,0.307
1713764700,0.273
1713765600,0.276
1713766500,0.331
1713767400,0.251
1713768300,0.289
1713769200,0.407
1713770100,0.403
1713771000,0.325
1713771900,0.644
1713772800,0.857
1713773700,0.668
1713774600,0.752
1713775500,0.78
1713776400,0.801
1713777300,1.09
1713778200,1.25
1713779100,1.321
1713780000,1.62
1713780900,1.715
1713781800,1.465
1713782700,1.134
1713783600,1.087
1713784500,1.421
1713785400,1.653
1713786300,2.236
1713787200,1.989
1713788100,2.095
1713789000,2.478
1713789900,1.792
1713790800,1.79
1713791700,1.562
1713792600,1.677
1713793500,1.815
1713794400,1.92
1713795300,1.654
1713796200,1.469
1713797100,1.27
1713798000,0.73
1713798900,1.336
1713799800,4.094
1713800700,5.417
1713801600,5.697
1713802500,5.329
1713803400,5.112
1713804300,4.601
1713805200,4.883
1713806100,5.222
1713807000,5.085
1713807900,2.464
1713808800,1.92
1713809700,2.2
1713810600,2.076
1713811500,1.705
1713812400,1.628
1713813300,1.541
1713814200,1.591
1713815100,1.655
1713816000,1.579
1713816900,1.582
1713817800,1.521
1713818700,1.051
1713819600,1.053
1713820500,1.068
1713821400,1.046
1713822300,1.026
1713823200,1.034
1713824100,1.052
1713825000,1.006
1713825900,0.997
1713826800,1.022
1713827700,1.025
1713828600,0.998
1713829500,0.986
1713830400,0.937
1713831300,0.974
1713832200,0.825
1713833100,0.826
1713834000,0.832
1713834900,0.765
1713835800,0.791
1713836700,0.763
1713837600,0.738
1713838500,0.665
1713839400,0.727
1713840300,0.678
1713841200,0.726
1713842100,0.675
1713843000,0.71
1713843900,0.713
1713844800,0.702
1713845700,0.686
1713846600,0.698
1713847500,0.716
1713848400,0.702
1713849300,0.648
1713850200,0.662
1713851100,0.683
1713852000,0.681
1713852900,0.667
1713853800,0.645
1713854700,0.659
1713855600,0.781
1713856500,0.846
1713857400,0.755
1713858300,0.789
1713859200,0.95
1713860100,0.948
1713861000,1.008
1713861900,0.962
1713862800,1.18
1713863700,1.461
1713864600,1.491
1713865500,1.502
1713866400,1.518
1713867300,1.562
1713868200,1.566
1713869100,1.552
1713870000,1.548
1713870900,1.597
1713871800,1.53
1713872700,1.607
1713873600,1.582
1713874500,1.603
1713875400,1.543
1713876300,1.628
1713877200,1.668
1713878100,1.674
1713879000,1.663
1713879900,1.699
1713880800,1.654
1713881700,1.697
1713882600,1.684
1713883500,1.697
1713884400,1.687
1713885300,1.498
1713886200,1.508
1713887100,1.516
1713888000,1.454
1713888900,1.45
1713889800,1.435
1713890700,1.378
1713891600,1.474
1713892500,1.43
1713893400,1.447
1713894300,1.376
1713895200,1.44
1713896100,1.613
1713897000,1.597
1713897900,1.618
1713898800,1.589
1713899700,1.615
1713900600,1.607
1713901500,1.312
1713902400,0.899
1713903300,3.922
1713904200,4.389
1713905100,4.491
1713906000,2.377
1713906900,0.923
1713907800,1.089
1713908700,1.252
1713909600,1.116
1713910500,0.978
1713911400,1.1
1713912300,0.896
1713913200,0.768
1713914100,0.581
1713915000,0.532
1713915900,0.569
1713916800,0.626
1713917700,0.425
1713918600,0.333
1713919500,0.577
1713920400,1.056
1713921300,0.415
1713922200,0.397
1713923100,0.329
1713924000,0.302
1713924900,0.357
1713925800,0.326
1713926700,0.304
1713927600,0.305
1713928500,0.452
1713929400,0.33
1713930300,0.281
1713931200,0.327
1713932100,0.369
1713933000,0.36
1713933900,0.315
1713934800,0.263
1713935700,0.345
1713936600,0.293
1713937500,0.299
1713938400,0.289
1713939300,0.294
1713940200,0.331
1713941100,0.299
1713942000,0.35
1713942900,0.373
1713943800,0.404
1713944700,0.375
1713945600,0.359
1713946500,0.378
1713947400,0.391
1713948300,0.392
1713949200,0.409
1713950100,0.609
1713951000,0.959
1713951900,1.267
1713952800,1.019
1713953700,1.817
1713954600,1.86
1713955500,2.186
1713956400,1.567
1713957300,1.507
1713958200,1.713
1713959100,1.746
1713960000,2.14
1713960900,1.981
1713961800,1.439
1713962700,1.317
1713963600,1.477
1713964500,1.425
1713965400,0.469
1713966300,0.378
1713967200,0.429
1713968100,0.425
1713969000,0.368
1713969900,0.414
1713970800,0.388
1713971700,0.432
1713972600,0.428
1713973500,0.355
1713974400,0.37
1713975300,0.781
1713976200,0.501
1713977100,0.441
1713978000,0.442
1713978900,0.373
1713979800,0.179
1713980700,0.076
1713981600,0.077
1713982500,0.215
1713983400,0.385
1713984300,0.53
1713985200,0.731
1713986100,0.536
1713987000,0.344
1713987900,0.438
1713988800,0.309
1713989700,0.64
1713990600,3.971
1713991500,4.16
1713992400,4.108
1713993300,3.796
1713994200,3.534
1713995100,3.627
1713996000,4.151
1713996900,3.939
1713997800,3.923
1713998700,4.066
1713999600,3.744
1714000500,1.065
1714001400,0.683
1714002300,0.607
1714003200,0.576
1714004100,0.592
1714005000,0.534
1714005900,0.686
1714006800,1.228
1714007700,0.738
1714008600,0.569
1714009500,0.603
1714010400,0.512
1714011300,0.534
1714012200,0.593
1714013100,0.568
1714014000,0.537
1714014900,0.497
1714015800,0.47
1714016700,0.435
1714017600,0.48
1714018500,0.516
1714019400,0.392
1714020300,0.439
1714021200,0.55
1714022100,0.547
1714023000,0.534
1714023900,0.562
1714024800,0.401
1714025700,0.505
1714026600,0.49
1714027500,0.601
1714028400,0.701
1714029300,0.712
1714030200,0.634
1714031100,0.613
1714032000,0.658
1714032900,0.638
1714033800,0.709
1714034700,0.955
1714035600,0.663
1714036500,0.767
1714037400,0.732
1714038300,1.249
1714039200,2.052
1714040100,1.83
1714041000,1.904
1714041900,1.911
1714042800,2.091
1714043700,1.809
1714044600,2.129
1714045500,2.098
1714046400,2.133
1714047300,2.302
1714048200,2.693
1714049100,2.165
1714050000,2.489
1714050900,2.307
1714051800,2.327
1714052700,2.671
1714053600,2.755
1714054500,3.077
1714055400,2.201
1714056300,2.233
1714057200,1.78
1714058100,1.589
1714059000,2.038
1714059900,1.688
1714060800,1.592
1714061700,1.648
1714062600,1.828
1714063500,1.754
1714064400,1.632
1714065300,1.598
1714066200,1.691
1714067100,1.412
1714068000,1.478
1714068900,1.537
1714069800,1.595
1714070700,1.526
1714071600,1.602
1714072500,1.601
1714073400,1.689
1714074300,1.296
1714075200,0.894
1714076100,0.759
1714077000,0.77
1714077900,0.912
1714078800,1.264
1714079700,1.908
1714080600,1.951
1714081500,1.793
1714082400,1.899
1714083300,1.741
1714084200,1.641
1714085100,0.921
1714086000,0.693
1714086900,0.595
1714087800,0.638
1714088700,0.683
1714089600,0.632
1714090500,0.604
1714091400,0.54
1714092300,0.513
1714093200,0.623
1714094100,0.576
1714095000,0.618
1714095900,0.612
1714096800,0.562
1714097700,0.52
1714098600,0.56
1714099500,0.5
1714100400,0.516
1714101300,0.458
1714102200,0.44
1714103100,0.467
1714104000,0.437
1714104900,0.46
1714105800,0.458
1714106700,0.403
1714107600,0.457
1714108500,0.488
1714109400,0.401
1714110300,0.392
1714111200,0.429
1714112100,0.437
